,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,averageRating,numVotes,seriesScore,seriesRank,episodeScore,episodeRank,totalRuntime,combinedMetric
13816,tt12142142,tvMiniSeries,Instaverso,Instaverso,2020,2020,6.6,27,5.8,70878,6.266666666666667,17753,116,18.173333333333332
13817,tt0115277,tvSeries,Mr. & Mrs. Smith,Mr. & Mrs. Smith,1996,1996,7.1,740,6.05,54957,6.007692307692308,25320,503,18.17326923076923
13818,tt1615489,tvSeries,4 Play,4 Play,1989,1991,7.3,17,6.15,47492,5.91,27482,310,18.173250000000003
13819,tt5562058,tvMiniSeries,Time Traveling Bong,Time Traveling Bong,2016,2016,6.8,1698,5.91,64635,6.1499999999999995,21522,67,18.17325
13820,tt19788754,tvMiniSeries,The Hunt for Raoul Moat,The Hunt for Raoul Moat,2023,2023,6.8,1940,5.91,64635,6.1499999999999995,21522,166,18.17325
13821,tt1161699,tvSeries,Zoku sayonara zetsubô sensei,Zoku sayonara zetsubô sensei,2008,2008,7.5,386,6.25,40251,5.815384615384616,29326,325,18.173076923076927
13822,tt22010046,tvSeries,Selftape,Selftape,2023,2023,7.2,184,6.1,51063,5.958333333333333,26557,232,18.172916666666666
13823,tt1258908,tvSeries,Jurassic Fight Club,Jurassic Fight Club,2008,2008,6.9,475,5.95,61763,6.108333333333333,22563,549,18.172291666666666
13824,tt0051285,tvSeries,The Invisible Man,The Invisible Man,1958,1960,7.0,437,6.0,58225,6.057407407407408,24092,677,18.172222222222224
13825,tt0262147,tvSeries,Aaagh! It's the Mr. Hell Show!,Aaagh! It's the Mr. Hell Show!,2000,2002,7.2,438,6.1,51063,5.957692307692308,26580,503,18.170961538461537
13826,tt14220870,tvMiniSeries,A Very British Scandal,A Very British Scandal,2021,2021,7.0,6850,6.03,57944,6.026666666666666,24875,176,18.1704
13827,tt3105434,tvMiniSeries,My Mental Choices Are Completely Interfering with My School Romantic Comedy,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",2013,2014,6.8,532,5.9,64836,6.159090909090909,21133,426,18.169318181818184
13828,tt8666010,tvSeries,Hospital Valle Norte,Hospital Valle Norte,2019,2019,7.2,64,6.1,51063,5.957142857142857,26590,490,18.169285714285714
13829,tt1763751,tvSeries,Mr. Young,Mr. Young,2011,2013,6.0,1396,5.51,85177,6.595000000000001,8398,1776,18.169225
13830,tt2077172,tvSeries,Deadline 14/10,Deadline 14/10,2012,2012,7.0,195,6.0,58225,6.05625,24104,310,18.168750000000003
13831,tt19781686,tvMiniSeries,Lost Cities of the Bible,Lost Cities of the Bible,2022,2022,6.4,69,5.7,76291,6.375,14247,84,18.16875
13832,tt0120956,tvSeries,Family Theatre,Family Theatre,1949,1958,6.8,72,5.9,64836,6.158333333333334,21141,280,18.167083333333338
13833,tt0073993,tvSeries,The Fosters,The Fosters,1976,1977,7.3,54,6.15,47492,5.907692307692307,27534,325,18.166153846153847
13834,tt0117086,tvMiniSeries,Moses,Moses,1995,1996,6.7,2290,5.86,67954,6.199999999999999,20078,240,18.166
13835,tt0382501,tvSeries,Viva la Bam,Viva la Bam,2003,2006,6.7,9568,5.89,67870,6.168222222222222,20899,935,18.165414444444444
13836,tt7306056,tvMiniSeries,Wormwood,Wormwood,2017,2017,7.0,4665,6.02,57986,6.035,24700,258,18.16535
13837,tt12923792,tvSeries,Captain Fall,Captain Fall,2023,2023,7.0,3970,6.02,57986,6.035,24700,270,18.16535
13838,tt6729080,tvMiniSeries,Collateral,Collateral,2018,2018,6.8,21108,5.99,61502,6.0649999999999995,23921,227,18.164675
13839,tt0115195,tvMiniSeries,Gulliver's Travels,Gulliver's Travels,1996,1996,6.9,7096,5.98,61520,6.074999999999999,23701,186,18.16425
13840,tt15483276,tvMiniSeries,Harlan Coben's Shelter,Harlan Coben's Shelter,2023,2023,6.6,8959,5.84,70664,6.22,19237,310,18.162399999999998
13841,tt0045395,tvSeries,General Electric Theater,General Electric Theater,1953,1962,6.9,428,5.95,61763,6.1049999999999995,22636,1680,18.162375
13842,tt6424454,tvSeries,Fate/Apocrypha,Fate/Apocrypha,2017,2017,6.6,2664,5.81,70737,6.252000000000001,18155,967,18.16206
13843,tt0112167,tvSeries,Sliders,Sliders,1995,2000,7.4,20176,6.29,39822,5.774712643678161,30023,3964,18.161471264367815
13844,tt21627170,tvMiniSeries,The Diana Investigations,The Diana Investigations,2022,2022,6.6,148,5.8,70878,6.262499999999999,17931,168,18.16125
13845,tt13393400,tvSeries,Middlemost Post,Middlemost Post,2021,2022,6.4,268,5.7,76291,6.372222222222223,14374,528,18.160833333333336
13846,tt5612212,tvSeries,Drunk History: UK,Drunk History: UK,2015,2017,6.9,614,5.95,61763,6.104,22655,543,18.1594
13847,tt0456029,tvSeries,Blue Water High,Blue Water High,2005,2008,6.9,1553,5.96,61604,6.093589743589744,23208,1950,18.158897435897437
13848,tt0159181,tvSeries,Manhunt,Manhunt,1970,1970,7.2,130,6.1,51063,5.953125,26652,619,18.15703125
13849,tt2049959,tvSeries,Hart tegen hard,Hart tegen hard,2011,2011,6.4,51,5.7,76291,6.370833333333334,14411,480,18.156875000000003
13850,tt0061244,tvSeries,Custer,Custer,1967,1967,6.4,144,5.7,76291,6.370588235294117,14420,1011,18.156176470588235
13851,tt0369167,tvSeries,Spiral: The Bonds of Reasoning,Spiral: Suiri no kizuna,2002,2003,7.1,274,6.05,54957,6.002000000000001,25389,598,18.15605
13852,tt22780536,tvMiniSeries,A Nearly Normal Family,En helt vanlig familj,2023,2023,6.9,11896,6.0,58225,6.051666666666667,24172,269,18.155
13853,tt2215291,tvSeries,Malibu Country,Malibu Country,2012,2013,6.1,1947,5.56,83338,6.530555555555555,9784,395,18.154944444444443
13854,tt0071033,tvSeries,Planet of the Apes,Planet of the Apes,1974,1974,7.0,5308,6.02,57986,6.031428571428571,24800,840,18.1546
13855,tt14675560,tvMiniSeries,Elite Short Stories: Carla Samuel,Elite Short Stories: Carla Samuel,2021,2021,6.8,2972,5.91,64635,6.1433333333333335,21671,43,18.153550000000003
13856,tt4354042,tvSeries,HaMidrasha,HaMidrasha,2015,2018,6.9,712,5.95,61763,6.102,22683,967,18.153450000000003
13857,tt16375946,tvMiniSeries,Secret Sea,Hemligt hav,2021,2021,6.2,151,5.6,81005,6.483333333333333,11131,116,18.153333333333332
13858,tt0222545,tvSeries,Dead of Night,Dead of Night,1972,1972,7.3,166,6.15,47492,5.903333333333333,27584,149,18.15275
13859,tt0199271,tvSeries,"Friday Night, Saturday Morning","Friday Night, Saturday Morning",1979,1982,5.6,53,5.3,91706,6.85,3871,67,18.1525
13860,tt0849236,tvSeries,Mr. Meaty,Mr. Meaty,2005,2009,6.0,1577,5.51,85177,6.588888888888889,8497,348,18.152388888888886
13861,tt5031896,tvSeries,Izmeny,Izmeny,2015,2015,7.3,1014,6.15,47492,5.903125,27588,705,18.152109375000002
13862,tt1075233,tvSeries,Moving Wallpaper,Moving Wallpaper,2008,2009,7.5,313,6.25,40251,5.808333333333334,29405,264,18.151041666666668
13863,tt0320808,tvSeries,"The Adventures of Jimmy Neutron, Boy Genius","The Adventures of Jimmy Neutron, Boy Genius",2002,2006,6.7,24049,5.95,61763,6.1011864406779655,22693,1606,18.15102966101695
13864,tt11382150,tvSeries,Kamikaze,Kamikaze,2021,2021,6.4,981,5.7,76291,6.36875,14459,310,18.1509375
13865,tt0953916,tvSeries,Air Gear,Air Gear,2006,2008,7.1,1397,6.06,54759,5.990384615384615,25944,1006,18.150865384615383
13866,tt0068074,tvSeries,Circle of Fear,Ghost Story,1972,1973,7.5,532,6.25,40251,5.808260869565218,29418,1326,18.150815217391305
13867,tt0096607,tvSeries,Hardball,Hardball,1989,1990,7.1,237,6.05,54957,6.0,25408,240,18.15
13868,tt0464878,tvMiniSeries,Two Twisted,Two Twisted,2005,2006,7.1,219,6.05,54957,6.0,25408,309,18.15
13869,tt3469916,tvSeries,"Play It Again, Dick","Play It Again, Dick",2014,2014,7.1,953,6.05,54957,6.0,25408,71,18.15
13870,tt0363312,tvSeries,Arabian Knights,Arabian Knights,1968,1969,7.1,122,6.05,54957,6.0,25408,10,18.15
13871,tt4380034,tvMiniSeries,Wild Hawaii,Wild Hawaii,2014,2014,7.0,196,6.0,58225,6.05,24213,77,18.15
13872,tt10307796,tvSeries,Perfume,Peo-pyum,2019,2019,7.1,248,6.05,54957,6.0,25408,39,18.15
13873,tt0472971,tvSeries,Rayman: The Animated Series,Rayman: The Animated Series,1999,2000,7.1,106,6.05,54957,6.0,25408,52,18.15
13874,tt0098813,tvMiniSeries,The Green Man,The Green Man,1990,1990,7.0,498,6.0,58225,6.05,24213,116,18.15
13875,tt9667744,tvSeries,Yüzlesme,Yüzlesme,2019,2019,6.0,142,5.5,85228,6.6,8019,39,18.15
13876,tt0115336,tvSeries,Road Rovers,Road Rovers,1996,1997,7.0,332,6.0,58225,6.05,24213,106,18.15
13877,tt21913196,tvMiniSeries,"I Love You, You Hate Me","I Love You, You Hate Me",2022,2022,7.0,590,6.0,58225,6.05,24213,111,18.15
13878,tt4208448,tvSeries,The Missing Evidence,The Missing Evidence,2014,2014,7.0,53,6.0,58225,6.05,24213,288,18.15
13879,tt6173228,tvSeries,Make It Right,Make It Right,2016,2017,7.1,410,6.05,54957,6.0,25408,39,18.15
13880,tt1815377,tvSeries,Strawberry Shortcake's Berry Bitty Adventures,Strawberry Shortcake's Berry Bitty Adventures,2009,2015,6.0,334,5.5,85228,6.6,8019,21,18.15
13881,tt0058826,tvSeries,Milton the Monster,Milton the Monster,1965,1967,7.1,149,6.05,54957,6.0,25408,52,18.15
13882,tt0233098,tvSeries,"Ready, Steady, Cook","Ready, Steady, Cook",1994,2010,6.0,202,5.5,85228,6.6,8019,39,18.15
13883,tt2372806,tvMiniSeries,Ice Cream Girls,Ice Cream Girls,2013,2013,7.0,710,6.0,58225,6.05,24213,116,18.15
13884,tt6975998,tvSeries,A Herdeira,A Herdeira,2017,2018,6.0,121,5.5,85228,6.6,8019,39,18.15
13885,tt0088622,tvSeries,Tall Tales & Legends,Tall Tales & Legends,1985,1988,7.1,223,6.05,54957,6.0,25408,454,18.15
13886,tt0065347,tvSeries,Men at Law,Storefront Lawyers,1970,1971,6.0,49,5.5,85228,6.6,8019,60,18.15
13887,tt0103535,tvSeries,Scorch,Scorch,1992,1992,7.1,88,6.05,54957,6.0,25408,39,18.15
13888,tt0098790,tvSeries,Evening Shade,Evening Shade,1990,1994,7.0,1589,6.01,58048,6.039690721649484,24607,2910,18.1492706185567
13889,tt5210146,tvSeries,Call Me Bruna,Me Chama de Bruna,2016,2019,6.7,431,5.85,68111,6.2046875,19613,1404,18.1487109375
13890,tt0046643,tvSeries,Shower of Stars,Shower of Stars,1954,1958,7.3,82,6.15,47492,5.901666666666667,27602,336,18.147625
13891,tt9712948,tvSeries,Cold Valley,Cold Valley,2018,2018,6.9,132,5.95,61763,6.1,22746,170,18.1475
13892,tt0409597,tvMiniSeries,De kavijaks,De kavijaks,2006,2007,6.9,228,5.95,61763,6.1,22746,77,18.1475
13893,tt8559538,tvSeries,Real Country,Real Country,2018,2018,6.9,60,5.95,61763,6.1,22746,39,18.1475
13894,tt21194494,tvSeries,Ze weten alles van je,Ze weten alles van je,2022,2022,6.9,67,5.95,61763,6.1,22746,39,18.1475
13895,tt0331863,tvSeries,B'T X,Bîto ekkusu,1996,1996,6.9,156,5.95,61763,6.1,22746,22,18.1475
13896,tt6464184,tvSeries,Radiant Office,Jachebalgwang Opiseu,2017,2017,6.9,228,5.95,61763,6.1000000000000005,22699,366,18.1475
13897,tt25381880,tvSeries,"Libby, Are You Home Yet?","Libby, Are You Home Yet?",2022,2022,7.2,175,6.1,51063,5.95,26673,116,18.1475
13898,tt0498323,tvSeries,The Big Gay Sketch Show,The Big Gay Sketch Show,2006,2010,6.9,460,5.95,61763,6.1,22746,184,18.1475
13899,tt3411430,tvSeries,Vriendinnen,Vriendinnen,2014,2015,6.9,108,5.95,61763,6.1000000000000005,22699,232,18.1475
13900,tt0928095,tvSeries,Kiba,Kiba,2006,2007,7.2,305,6.1,51063,5.95,26673,48,18.1475
13901,tt22972424,tvMiniSeries,The Ice Cream Wars,The Ice Cream Wars,2022,2022,7.2,60,6.1,51063,5.949999999999999,26843,118,18.147499999999997
13902,tt0179585,tvSeries,The Little Vampire,The Little Vampire,1986,1987,7.4,442,6.2,43730,5.8538461538461535,28626,503,18.146923076923077
13903,tt0962740,tvSeries,Hell Girl,Jigoku shôjo,2005,2006,7.4,1955,6.21,43494,5.8442307692307685,28888,650,18.146336538461536
13904,tt0081831,tvSeries,Bergerac,Bergerac,1981,1991,6.8,2195,5.91,64635,6.140344827586207,21734,4608,18.144718965517242
13905,tt1379722,tvSeries,Happy Town,Happy Town,2010,2010,7.0,3413,6.01,58048,6.0375,24648,353,18.142687499999997
13906,tt16108340,tvSeries,My Husband's Wife,Mieheni vaimo,2022,2022,7.3,262,6.15,47492,5.9,27612,356,18.142500000000002
13907,tt0400391,tvSeries,Dunkirk,Dunkirk,2004,2004,7.3,859,6.15,47492,5.9,27612,60,18.142500000000002
13908,tt14710628,tvSeries,Drugdealer,Drugdealer,2021,2021,6.8,309,5.9,64836,6.15,21297,117,18.142500000000002
13909,tt11128286,tvMiniSeries,Operatsiya «Satana»,Operatsiya «Satana»,2018,2018,6.8,113,5.9,64836,6.15,21297,310,18.142500000000002
13910,tt2852872,tvMiniSeries,Farmed and Dangerous,Farmed and Dangerous,2013,2014,6.8,187,5.9,64836,6.15,21297,84,18.142500000000002
13911,tt0052503,tvSeries,Playboy's Penthouse,Playboy's Penthouse,1959,1961,7.3,48,6.15,47492,5.9,27612,39,18.142500000000002
13912,tt1137351,tvSeries,Ultraman Leo,Urutoraman Reo,1974,1975,7.3,196,6.15,47492,5.9,27612,525,18.142500000000002
13913,tt1786116,tvSeries,SAS: The Search for Warriors,SAS: The Search for Warriors,2010,2010,7.3,44,6.15,47492,5.9,27612,52,18.142500000000002
13914,tt0190919,tvMiniSeries,The Age of Iron,Rauta-aika,1982,1982,7.3,296,6.15,47492,5.9,27612,280,18.142500000000002
13915,tt9728568,tvSeries,About Is Love,About Is Love,2018,2019,7.3,226,6.15,47492,5.9,27612,39,18.142500000000002
13916,tt0081940,tvSeries,Strike Force,Strike Force,1981,2018,6.8,95,5.9,64836,6.15,21297,39,18.142500000000002
13917,tt21195488,tvMiniSeries,Street Food: USA,Street Food: USA,2022,2022,6.8,694,5.9,64836,6.1499999999999995,21522,198,18.1425
13918,tt2177347,tvSeries,Walang hanggan,Walang hanggan,2012,2012,7.3,199,6.15,47492,5.8999999999999995,27921,116,18.1425
13919,tt0047733,tvSeries,Frontier,Frontier,1955,1956,7.3,59,6.15,47492,5.8999999999999995,27921,90,18.1425
13920,tt0040051,tvSeries,Studio One,Studio One,1948,1958,7.6,321,6.3,36558,5.75948275862069,30159,6874,18.142370689655174
13921,tt7599132,tvMiniSeries,Trotsky,Trotskiy,2017,2017,7.1,2188,6.06,54759,5.9875,25984,360,18.142125
13922,tt14486948,tvSeries,Rudra: The Edge of Darkness,Rudra: The Edge of Darkness,2022,2022,6.7,8741,5.89,67870,6.16,21098,232,18.141199999999998
13923,tt4036886,tvMiniSeries,The Enfield Haunting,The Enfield Haunting,2015,2015,7.0,5541,6.02,57986,6.026666666666666,24875,138,18.140266666666665
13924,tt13173130,tvMiniSeries,Mugyutto! Black Clover,Mugyutto! Black Clover,2019,2019,5.7,152,5.35,90390,6.78125,4881,310,18.139843749999997
13925,tt4831392,tvSeries,Monster Musume: Everyday Life with Monster Girls,Monster Musume no Iru Nichijou,2015,2017,6.6,3224,5.81,70737,6.243571428571428,18583,322,18.137575
13926,tt8673808,tvSeries,Angolmois: Genkou Kassenki,Angolmois: Genkou Kassenki,2018,2018,7.1,292,6.05,54957,5.995833333333334,25850,464,18.137395833333333
13927,tt3725394,tvSeries,The Island with Bear Grylls,The Island with Bear Grylls,2014,2019,7.3,1428,6.16,47267,5.888636363636365,28091,2057,18.137000000000004
13928,tt12027896,tvSeries,Angry Birds: Summer Madness,Angry Birds: Summer Madness,2022,2022,5.9,992,5.45,87204,6.655555555555555,6946,1393,18.136388888888888
13929,tt0122811,tvSeries,The Adventures of Teddy Ruxpin,The Adventures of Teddy Ruxpin,1987,1988,7.3,739,6.15,47492,5.897826086956522,27993,482,18.135815217391308
13930,tt1105711,tvSeries,1000 Ways to Die,1000 Ways to Die,2008,2012,6.8,4283,5.92,64570,6.126829268292683,22074,1765,18.13541463414634
13931,tt14040910,tvSeries,Queens,Queens,2021,2022,6.5,1988,5.76,73583,6.296923076923077,16922,503,18.13513846153846
13932,tt0041050,tvSeries,The Ruggles,The Ruggles,1949,1952,7.4,46,6.2,43730,5.85,28696,39,18.134999999999998
13933,tt0113195,tvMiniSeries,Children of the Dust,Children of the Dust,1995,1995,6.7,573,5.85,68111,6.199999999999999,20078,77,18.134999999999998
13934,tt0096731,tvSeries,Wolf,Wolf,1989,1990,6.7,51,5.85,68111,6.2,19683,120,18.134999999999998
13935,tt7488702,tvSeries,The Who Was? Show,The Who Was? Show,2018,2018,6.7,679,5.85,68111,6.199999999999999,20078,503,18.134999999999998
13936,tt5903040,tvSeries,This Art Club Has a Problem!,Kono bijutsubu ni wa mondai ga aru!,2016,2016,6.7,439,5.85,68111,6.2,19683,464,18.134999999999998
13937,tt18937798,tvSeries,Jack and John,Jack and John,2022,2022,6.7,12,5.85,68111,6.2,19683,5,18.134999999999998
13938,tt0363363,tvSeries,Puhtaat valkeat lakanat,Puhtaat valkeat lakanat,1993,1996,6.7,155,5.85,68111,6.2,19683,39,18.134999999999998
13939,tt29541632,tvMiniSeries,How to Become a Mob Boss,How to Become a Mob Boss,2023,2023,6.7,993,5.85,68111,6.2,19683,232,18.134999999999998
13940,tt0447584,tvSeries,The Cleaning Lady,A Diarista,2004,2007,6.7,341,5.85,68111,6.199999999999999,20078,348,18.134999999999998
13941,tt0191745,tvSeries,Endless Summer,Verano del '98,1998,2000,6.7,287,5.85,68111,6.2,19683,39,18.134999999999998
13942,tt6628438,tvSeries,Tóth János,Tóth János,2017,2019,7.4,407,6.2,43730,5.85,28696,4024,18.134999999999998
13943,tt8462276,tvMiniSeries,Free Meek,Free Meek,2019,2019,6.7,529,5.85,68111,6.2,19683,191,18.134999999999998
13944,tt3656982,tvSeries,Kill Me Baby,Kiru mî beibê,2012,2012,6.5,216,5.75,73709,6.3076923076923075,16326,503,18.134615384615383
13945,tt11168104,tvMiniSeries,Maradona in Mexico,Maradona en Sinaloa,2019,2019,7.2,1215,6.11,50854,5.935714285714285,27050,271,18.13360714285714
13946,tt4501242,tvMiniSeries,Agents of S.H.I.E.L.D.: Double Agent,Agents of S.H.I.E.L.D.: Double Agent,2015,2015,7.4,2165,6.21,43494,5.84,28944,22,18.1332
13947,tt4379450,tvSeries,Cites,Cites,2015,2023,7.3,618,6.15,47492,5.896875,28000,1238,18.132890625
13948,tt3501672,tvSeries,Pepel,Pepel,2013,2013,6.9,369,5.95,61763,6.095000000000001,23169,387,18.132625
13949,tt1480072,tvSeries,Hero Corp,Hero Corp,2008,2017,7.0,502,6.0,58225,6.044086021505376,24498,1487,18.13225806451613
13950,tt2337840,tvSeries,Bad Education,Bad Education,2012,2024,7.3,13545,6.21,43494,5.839655172413793,28957,838,18.132129310344826
13951,tt0280277,tvSeries,Mr. Bean: The Animated Series,Mr. Bean: The Animated Series,2002,2019,6.8,14082,5.96,61604,6.08442748091603,23425,1468,18.13159389312977
13952,tt0103505,tvSeries,On the Air,On the Air,1992,1992,7.2,1027,6.1,51063,5.944285714285714,26908,163,18.130071428571426
13953,tt0094791,tvMiniSeries,The Bourne Identity,The Bourne Identity,1988,1988,6.8,4688,5.92,64570,6.125,22087,185,18.13
13954,tt5772554,tvSeries,Peanuts,Peanuts,2014,2017,7.1,252,6.05,54957,5.993333333333334,25891,110,18.129833333333334
13955,tt0247135,tvSeries,The $treet,The $treet,2000,2001,7.3,391,6.15,47492,5.895833333333333,28011,544,18.1296875
13956,tt0066693,tvSeries,"O'Hara, U.S. Treasury",O'Hara United States Treasury,1971,1972,7.4,174,6.2,43730,5.847619047619047,28855,1310,18.127619047619046
13957,tt0379609,tvSeries,Aspe,Aspe,2004,2014,6.6,412,5.8,70878,6.2507874015748035,18171,6350,18.12728346456693
13958,tt7137306,tvSeries,Life After Daesh,Life After Daesh,2017,2017,5.5,1504,5.25,93106,6.905555555555555,3189,198,18.12708333333333
13959,tt1278202,tvSeries,Destroyed in Seconds,Destroyed in Seconds,2008,2010,6.9,359,5.95,61763,6.0928571428571425,23217,147,18.12625
13960,tt7588054,tvSeries,"Roswell, New Mexico","Roswell, New Mexico",2019,2022,6.3,14054,5.7,76291,6.36,14692,2178,18.126
13961,tt10062652,tvSeries,Cobra,COBRA,2020,2023,6.5,4423,5.77,73550,6.282777777777778,17313,787,18.12581388888889
13962,tt0115086,tvSeries,The Adventures of Sinbad,The Adventures of Sinbad,1996,1998,7.0,2166,6.01,58048,6.031818181818181,24793,1702,18.125613636363635
13963,tt0103826,tvMiniSeries,The Blackheath Poisonings,The Blackheath Poisonings,1992,1992,6.6,176,5.8,70878,6.25,18178,116,18.125
13964,tt1868102,tvSeries,101 Ways to Leave a Game Show,101 Ways to Leave a Game Show,2011,2011,7.5,56,6.25,40251,5.8,29493,129,18.125
13965,tt18069908,tvSeries,Growing Up,Growing Up,2022,2022,6.6,144,5.8,70878,6.25,18178,39,18.125
13966,tt7119536,tvSeries,Apollo Gauntlet,Apollo Gauntlet,2017,2017,6.6,315,5.8,70878,6.25,18178,76,18.125
13967,tt11469120,tvSeries,Romance,Romance,2020,2020,6.6,122,5.8,70878,6.25,18178,157,18.125
13968,tt0235132,tvSeries,Rescue Heroes,Rescue Heroes,1997,2013,6.6,391,5.8,70878,6.25,18178,266,18.125
13969,tt0046647,tvSeries,Stories of the Century,Stories of the Century,1954,1955,6.9,194,5.95,61763,6.092307692307692,23238,1170,18.124615384615385
13970,tt1441096,tvSeries,Accidentally on Purpose,Accidentally on Purpose,2009,2010,6.4,6644,5.73,76128,6.3261111111111115,15787,507,18.124308333333335
13971,tt0071005,tvSeries,Land of the Lost,Land of the Lost,1974,1977,7.1,3253,6.06,54759,5.981395348837209,26117,1028,18.123627906976743
13972,tt0236909,tvSeries,Maximum Security,Maximum Security,1984,1985,5.7,37,5.35,90390,6.775,4930,60,18.123124999999998
13973,tt11754514,tvSeries,Arte,Arte,2020,2020,6.9,476,5.95,61763,6.091666666666666,23246,288,18.122708333333332
13974,tt5923410,tvSeries,Yüksek Sosyete,Yüksek Sosyete,2016,2016,5.6,1149,5.3,91706,6.838235294117647,4096,658,18.121323529411764
13975,tt0041039,tvSeries,Mama,Mama,1949,1957,8.3,185,6.65,14443,5.45,33319,39,18.12125
13976,tt6422976,tvSeries,Fuuka,Fuuka,2017,2017,6.4,754,5.7,76291,6.358333333333333,14741,288,18.12125
13977,tt4003966,tvSeries,Marseille,Marseille,2016,2018,6.9,5571,5.97,61545,6.070625,23787,646,18.120815625
13978,tt4428022,tvSeries,Blood & Oil,Blood & Oil,2015,2015,6.6,4349,5.82,70690,6.227,19015,427,18.12057
13979,tt3027506,tvSeries,Taxi Brooklyn,Taxi Brooklyn,2014,2014,6.2,3187,5.61,80929,6.46,11693,528,18.1203
13980,tt0131160,tvSeries,Cat's Eye,Cat's Eye,1983,1985,7.2,1022,6.1,51063,5.941071428571428,26960,1375,18.120267857142856
13981,tt12695540,tvMiniSeries,Tangled: Short Cuts,Tangled: Short Cuts,2017,2018,7.0,49,6.0,58225,6.04,24592,193,18.12
13982,tt3150586,tvSeries,Ebb and Tide,Medcezir,2013,2015,7.1,9767,6.09,54625,5.950649350649351,26672,5698,18.11972727272727
13983,tt1316564,tvSeries,Swift and Shift Couriers,Swift and Shift Couriers,2008,2011,7.4,540,6.2,43730,5.844444444444445,28882,696,18.11777777777778
13984,tt4146128,tvMiniSeries,Childhood's End,Childhood's End,2015,2015,6.8,12838,5.95,61763,6.09,23287,244,18.11775
13985,tt0400014,tvSeries,Proof,Proof,2004,2005,6.7,212,5.85,68111,6.19375,20211,310,18.116718749999997
13986,tt7978710,tvSeries,Sword Art Online Alternative: Gun Gale Online,Sword Art Online Alternative: Gun Gale Online,2018,2018,6.8,2672,5.91,64635,6.130769230769231,22007,286,18.116423076923077
13987,tt0118327,tvSeries,The Grand,The Grand,1997,1998,7.5,677,6.25,40251,5.797222222222222,29726,957,18.116319444444443
13988,tt12005828,tvSeries,You Don't Know Me,You Don't Know Me,2021,2021,6.8,7587,5.93,64541,6.11,22524,220,18.11615
13989,tt21315194,tvSeries,I Just Killed My Dad,I Just Killed My Dad,2022,2022,6.8,6296,5.93,64541,6.109999999999999,22539,130,18.116149999999998
13990,tt1369154,tvSeries,Ergazomeni gynaika,Ergazomeni gynaika,2009,2010,6.1,620,5.55,83382,6.528125,9835,619,18.115546875
13991,tt18273514,tvMiniSeries,Bad Behaviour,Bad Behaviour,2023,2023,6.3,499,5.65,78886,6.4125,13043,219,18.1153125
13992,tt11862812,tvMiniSeries,Blackwater,Händelser vid vatten,2023,2023,7.0,3181,6.01,58048,6.028333333333333,24849,355,18.115141666666666
13993,tt0094449,tvSeries,Dino-Riders,Dino-Riders,1988,1988,7.1,1409,6.06,54759,5.978571428571429,26170,542,18.11507142857143
13994,tt11097374,tvSeries,Blindspotting,Blindspotting,2021,2023,6.6,1685,5.81,70737,6.235625,18796,555,18.114490625
13995,tt13710416,tvSeries,Mørket mellem os,Mørket mellem os,2020,2020,6.8,20,5.9,64836,6.14,21743,145,18.113
13996,tt0118274,tvSeries,The Broker's Man,The Broker's Man,1997,1998,6.6,185,5.8,70878,6.245833333333334,18529,795,18.112916666666667
13997,tt7521578,tvMiniSeries,Citrus,Citrus,2018,2018,6.5,2647,5.76,73583,6.289166666666667,17123,279,18.1128
13998,tt28086675,tvMiniSeries,Machine Gunner,Machine Gunner,2023,2023,6.5,19,5.75,73709,6.3,16495,57,18.1125
13999,tt5742780,tvMiniSeries,Lost in the West,Lost in the West,2016,2016,6.5,94,5.75,73709,6.3,16495,132,18.1125
14000,tt0346307,tvSeries,Judge Mathis,Judge Mathis,1999,2023,5.5,711,5.25,93106,6.9,3214,39,18.1125
14001,tt14676562,tvSeries,The Gallows Pole,The Gallows Pole,2023,2023,6.5,1236,5.75,73709,6.3,16495,184,18.1125
14002,tt0115089,tvSeries,Alarm Code 112,Alarmcode 112,1996,1996,5.5,12,5.25,93106,6.9,3214,87,18.1125
14003,tt0211178,tvSeries,Who Wants to Be a Millionaire,Who Wants to Be a Millionaire,1999,2020,6.3,3069,5.66,78770,6.3999999999999995,13641,271,18.112
14004,tt11640020,tvSeries,Debris,Debris,2021,2021,6.5,9029,5.79,73522,6.256153846153846,18079,557,18.111565384615385
14005,tt14153686,tvSeries,Rebelde,Rebelde,2022,2022,6.5,7080,5.78,73533,6.266875,17752,628,18.11126875
14006,tt3120568,tvMiniSeries,Darknet,Darknet,2013,2014,7.2,2394,6.11,50854,5.928333333333334,27182,159,18.111058333333336
14007,tt3139942,tvSeries,Bridal Mask,Gaksital,2012,2012,8.2,720,6.6,16855,5.4875,33136,1764,18.108749999999997
14008,tt11714178,tvSeries,Appare-Ranman!,Appare-Ranman!,2020,2020,6.8,456,5.9,64836,6.138461538461538,21779,299,18.108461538461537
14009,tt1058776,tvSeries,Pink Panther & Pals,Pink Panther & Pals,2010,2023,6.7,697,5.85,68111,6.190740740740741,20293,604,18.107916666666664
14010,tt0235936,tvSeries,Merlina,Merlina,1983,1988,7.5,143,6.25,40251,5.794444444444444,29748,348,18.10763888888889
